Dates|S 1 Comdty_PX_LAST|C 1 Comdty_PX_LAST|W 1 Comdty_PX_LAST|SM1 Comdty_PX_LAST|BO1 Comdty_PX_LAST|AK1 Comdty_PX_LAST|AE1 Comdty_PX_LAST|SH1 Comdty_PX_LAST|DL1 Comdty_PX_LAST|DDGSFVGM Comdty_PX_LAST|BCOM Index_PX_LAST|BCOMTR Index_PX_LAST|DBC US Equity_PX_LAST|CCI Index_PX_LAST|USDCAD Curncy_PX_LAST|BB_MA|BB_UPPER|BB_LOWER|EMAVG
2020-04-08|854.5|330.0|548.25|292.8|27.18|4790|2788|5508|0.893|268|63.1471|134.6888|11.53|341.63|1.4013|860.4125|901.0549270313672|819.7700729686329|857.674267156568
2020-04-09|863.5|331.75|556.5|292.5|27.41|4850|2792|5632|0.938|269|63.4759|135.3908|11.56|342.86|1.3976|860.6125|901.2743602009302|819.9506397990697|859.6161781043787
2020-04-10|863.5|331.75|556.5|292.5|27.41|4837|2806|5672|0.938|269|63.4759|135.3908|11.56|342.86|1.3956|860.8875|901.298350956148|820.4766490438521|857.8274520695859
2020-04-13|854.25|331.5|555.0|288.6|26.9|4865|2793|5716|0.944|269|63.3847|135.1981|11.76|340.07|1.3904|860.8875|901.298350956148|820.4766490438521|857.8274520695859
2020-04-14|847.0|326.0|548.75|287.5|26.74|4893|2755|5596|0.947|269|63.0517|134.4888|11.66|340.42|1.3883|862.15|899.0130573881223|825.2869426118776|854.2183013797239
2020-04-15|842.0|319.25|540.25|292.2|26.55|5100|2762|5604|0.947|269|61.9659|132.1739|11.42|335.85|1.4115|863.0375|896.944090436079|829.130909563921|850.1455342531493
2020-04-16|836.75|319.75|529.75|291.8|26.3|5178|2736|5664|0.952|243|62.0546|132.364|11.39|336.53|1.4082|863.6|895.2983438053158|831.9016561946843|845.6803561687663
2020-04-17|832.5|322.25|533.5|288.2|26.29|5160|2718|5608|0.972|243|62.0936|132.4482|11.44|337.51|1.4001|863.0625|896.4428366519872|829.6821633480128|841.2869041125109
2020-04-20|826.5|314.25|548.75|285.6|25.98|5188|2692|5580|0.93|243|61.978|132.2049|11.25|324.9|1.4149|861.2625|898.2569168084862|824.2680831915139|836.3579360750074
2020-04-21|830.75|309.25|546.75|289.1|25.35|5211|2668|5412|0.893|243|59.5078|126.9362|10.72|320.58|1.4211|858.6|896.323136136859|820.876863863141|834.488624050005
2020-04-22|834.75|317.5|543.0|288.3|25.57|5183|2690|5404|0.92|243|60.6816|129.4404|10.87|329.95|1.4161|856.0|892.7596925993676|819.2403074006324|834.57574936667
2020-04-23|839.25|319.25|547.0|288.7|25.61|5203|2698|5472|0.933|225|60.7754|129.641|10.84|332.26|1.4073|853.8875|889.3767501329628|818.3982498670373|836.1338329111135
2020-04-24|832.25|315.75|526.75|287.7|25.05|5184|2712|5496|0.935|225|60.2394|128.4981|10.7|327.97|1.4103|851.4875|885.9996264920028|816.9753735079971|834.8392219407424
2020-04-27|829.0|305.5|521.0|285.3|24.99|5191|2720|5450|0.935|225|59.5528|127.0348|10.5|325.18|1.4034|848.8625|881.7944278967994|815.9305721032005|832.8928146271617
2020-04-28|826.0|302.75|526.75|281.8|25.3|5187|2708|5420|0.911|225|59.6414|127.2242|10.51|327.14|1.3998|846.05|876.6190202656218|815.4809797343781|830.5952097514412
2020-04-29|831.75|304.5|519.5|283.2|25.78|5216|2687|5418|0.975|225|59.8758|127.7246|10.7|330.75|1.3881|843.3375|868.3721135380597|818.3028864619403|830.9801398342942
2020-04-30|850.25|311.5|529.75|289.6|26.23|5209|2676|5422|1.019|225|60.8983|129.9062|10.9|337.42|1.3945|842.7125|866.3632267330203|819.0617732669797|837.4034265561961
2020-05-01|849.5|318.5|516.5|292.5|26.5|5209|2676|5422|0.995|225|60.7066|129.4976|10.76|337.9|1.4089|842.25|864.9716856769035|819.5283143230965|841.4356177041308
2020-05-04|836.5|315.5|519.5|288.4|26.15|5209|2676|5422|1.01|225|60.9709|130.0627|10.89|338.63|1.4087|841.3625|863.5195953646906|819.2054046353093|839.7904118027539
2020-05-05|839.5|317.0|520.75|289.4|26.31|5209|2676|5422|1.047|225|62.3085|132.9165|11.17|344.7|1.4049|840.5625|861.754405884087|819.370594115913|839.6936078685026
2020-05-06|832.5|314.25|517.5|288.1|25.84|5292|2671|5384|1.055|225|61.4607|131.1085|10.95|340.77|1.4146|839.45|859.8678843174312|819.0321156825689|837.2957385790017
2020-05-07|844.25|318.0|522.5|288.1|26.26|5309|2693|5392|1.081|208|61.9955|132.2496|11.02|343.44|1.3973|838.9375|858.3062086559739|819.5687913440261|839.6138257193345
2020-05-08|850.5|319.25|522.0|290.8|26.54|5343|2691|5480|1.09|208|62.32|132.9422|11.25|346.19|1.3927|838.2875|855.0067067694613|821.5682932305388|843.2425504795564
2020-05-11|855.0|318.5|517.25|290.3|26.49|5335|2694|5410|1.115|208|61.7826|131.7972|11.1|342.41|1.4007|838.325|855.1899785057675|821.4600214942326|847.1617003197043
2020-05-12|852.0|322.25|514.5|292.1|26.26|5206|2648|5426|1.106|208|61.5521|131.306|11.01|341.96|1.4078|838.575|856.0829267761777|821.0670732238224|848.774466879803
2020-05-13|839.5|318.25|501.75|290.6|25.91|5272|2571|5426|1.118|208|60.6226|129.3234|10.9|337.64|1.4101|838.45|855.893910112128|821.0060898878721|845.6829779198687
2020-05-14|837.0|317.5|502.25|288.2|26.18|5316|2546|5396|1.104|208|61.2871|130.7416|11.09|341.89|1.405|838.4625|855.9018771391068|821.0231228608932|842.7886519465792
2020-05-15|838.5|319.25|500.25|287.5|26.58|5342|2594|5396|1.106|208|61.659|131.5352|11.2|345.53|1.4109|838.7625|855.9863751446939|821.5386248553062|841.3591012977196
2020-05-18|845.0|320.75|497.0|285.1|27.32|5339|2554|5396|1.14|208|63.028|134.4572|11.52|353.67|1.3937|839.6875|856.1479639971053|823.2270360028947|842.5727341984798
2020-05-19|842.5|321.25|498.75|284.6|27.09|5275|2665|5396|1.177|208|63.2376|134.9047|11.49|355.3|1.3944|840.275|856.2491196940551|824.3008803059448|842.5484894656532
2020-05-20|846.75|319.5|513.75|285.5|27.36|4905|2608|5448|1.125|208|63.6046|135.6881|11.69|357.43|1.3901|840.875|856.8753906202318|824.8746093797682|843.9489929771022
2020-05-21|835.0|317.75|516.0|282.5|27.11|4977|2608|5448|1.109|205|63.0139|134.4284|11.64|353.53|1.3955|840.6625|856.8553031853661|824.469696814634|840.9659953180682
2020-05-22|833.25|318.0|508.75|284.1|26.64|5024|2597|5448|1.105|205|62.74|133.8446|11.55|352.7|1.3996|840.7125|856.8069672170283|824.6180327829717|838.3939968787122
2020-05-25|833.25|318.0|508.75|284.1|26.64|5036|2614|5448|1.105|205|62.74|133.8446|11.55|352.7|1.3985|841.6125|856.9833124378641|826.2416875621358|841.2626645858081
2020-05-26|847.0|319.0|506.75|283.9|27.27|5005|2624|5470|1.165|205|63.3501|135.1481|11.67|356.34|1.3777|841.6125|856.9833124378641|826.2416875621358|841.2626645858081
2020-05-27|848.5|320.5|504.5|282.0|27.6|5020|2658|5532|1.15|205|62.6696|133.697|11.52|353.84|1.3752|842.7375|856.5916284460625|828.8833715539374|843.6751097238721
2020-05-28|847.0|327.5|514.5|284.3|27.39|5028|2651|5590|1.117|207|62.7703|133.9122|11.58|354.3|1.3763|843.5|856.5038455850568|830.4961544149432|844.7834064825814
2020-05-29|840.75|325.75|520.75|283.2|27.38|5010|2633|5590|1.15|207|63.5353|135.5447|11.78|356.98|1.378|843.025|855.6977068931621|830.3522931068378|843.4389376550544
2020-06-01|840.5|323.25|515.25|283.1|27.6|5018|2634|5590|1.148|207|63.5116|135.4956|11.85|359.45|1.3573|842.575|854.9312737101442|830.2187262898559|842.4592917700363
2020-06-02|850.5|324.25|508.0|283.7|27.94|5008|2639|5590|1.148|207|63.7825|136.0742|11.98|359.7|1.3519|843.275|855.760892038617|830.7891079613829|845.139527846691
2020-06-03|857.5|324.0|512.0|286.3|27.86|5019|2638|5590|1.147|207|63.9011|136.3276|11.98|360.3|1.3495|844.175|857.9691110623338|830.3808889376661|849.2596852311274
2020-06-04|867.75|329.0|523.75|289.8|27.82|5033|2665|5590|1.185|207|64.3526|137.2916|12.08|362.0|1.35|845.9375|862.1160931094147|829.7589068905853|855.4231234874184
2020-06-05|867.75|331.25|515.25|289.1|28.14|5027|2685|5600|1.232|204|64.6941|138.0206|12.32|364.18|1.3422|847.1125|865.84247263746|828.3825273625399|859.5320823249457
2020-06-08|864.75|333.75|511.5|288.4|28.1|5020|2659|5750|1.245|204|64.6415|137.9102|12.24|364.53|1.3382|847.825|868.0413918640296|827.6086081359705|861.2713882166305
2020-06-09|863.25|327.5|504.5|287.1|28.23|5027|2641|5776|1.24|204|64.7268|138.0927|12.28|365.36|1.3417|848.2375|869.3399139614405|827.1350860385594|861.9309254777537
2020-06-10|865.5|326.25|506.25|288.8|28.0|5054|2637|5798|1.24|204|65.0033|138.6834|12.36|365.57|1.3412|848.9125|871.2789229370725|826.5460770629276|863.1206169851692
2020-06-11|866.0|329.75|499.25|289.7|27.5|5057|2640|5798|1.192|203|64.0925|136.7408|11.96|360.04|1.3629|850.2375|873.3440331670504|827.1309668329495|864.0804113234462
2020-06-12|871.25|330.0|502.0|289.0|27.5|5121|2641|5822|1.198|203|63.7057|135.9162|12.01|357.85|1.3589|851.95|875.938330496306|827.9616695036941|866.4702742156309
2020-06-15|869.0|329.25|504.75|288.4|27.74|5223|2645|5786|1.16|203|63.6461|135.791|12.12|357.31|1.3572|853.475|877.7257216387471|829.2242783612529|867.313516143754
2020-06-16|867.0|329.0|496.0|287.9|27.99|5344|2649|5718|1.2|203|63.9419|136.4228|12.22|358.23|1.3541|854.575|879.1814524058224|829.9685475941777|867.2090107625028
2020-06-17|871.25|330.25|488.75|287.8|28.1|5335|2642|5718|1.247|203|64.0727|136.7024|12.16|359.13|1.3565|856.0125|880.9857231600168|831.0392768399832|868.5560071750019
2020-06-18|873.0|331.0|483.5|288.8|28.06|5329|2642|5718|1.23|196|64.1194|136.8027|12.23|357.52|1.36|857.325|882.9633989359711|831.686601064029|870.037338116668
2020-06-19|876.5|332.5|481.25|287.0|28.52|5354|2640|5782|1.24|196|64.5736|137.7724|12.33|359.44|1.3607|859.4|884.1782162392695|834.6217837607304|872.1915587444454
2020-06-22|876.25|328.25|485.0|286.5|28.35|5355|2657|5764|1.26|196|64.832|138.3259|12.46|361.32|1.3522|861.55|884.2544048589695|838.8455951410305|873.544372496297
2020-06-23|875.0|325.0|486.0|286.3|28.17|5353|2650|5764|1.24|196|64.7104|138.067|12.4|361.23|1.355|862.95|885.3439724033053|840.5560275966948|874.0295816641981
2020-06-24|870.75|324.25|481.25|286.7|27.65|5350|2647|5764|1.274|196|63.7083|135.9296|12.09|355.73|1.3638|864.0625|885.6714535841049|842.4535464158951|872.9363877761322
2020-06-25|869.25|317.25|486.75|285.5|27.54|5350|2647|5764|1.135|190|63.4476|135.3739|12.2|355.91|1.3638|865.175|885.4025183846165|844.9474816153834|871.7075918507549
2020-06-26|865.0|317.0|474.0|282.1|27.2|5350|2647|5764|1.164|190|63.2194|134.8875|12.05|352.79|1.3688|866.3875|883.23866835712|849.5363316428801|869.4717279005033
2020-06-29|866.5|326.25|485.5|280.5|27.62|5385|2628|5764|1.2|190|64.2432|137.0737|12.25|360.15|1.3659|867.6875|879.6529450397802|855.7220549602198|868.4811519336689
2020-06-30|884.25|338.5|490.0|286.3|27.98|5643|2628|5536|1.2|190|64.9762|138.6382|12.31|365.58|1.3576|869.375|880.6693569980765|858.0806430019235|873.737434622446
2020-07-01|891.5|350.5|498.75|295.5|28.36|6122|2684|5398|1.25|190|65.1837|139.0814|12.41|368.48|1.3587|871.075|884.7022704530292|857.4477295469709|879.6582897482974
2020-07-02|891.25|343.5|492.0|296.2|28.09|5646|2702|5398|1.295|194|65.6325|140.0398|12.46|369.3|1.3564|872.25|888.3551234084064|856.1448765915936|883.5221931655317
2020-07-03|891.25|343.5|492.0|296.2|28.09|5600|2702|5398|1.295|194|65.6325|140.0398|12.46|369.3|1.3547|873.7875|893.375299136197|854.1997008638031|888.5147954436878
2020-07-06|898.5|346.5|493.25|297.8|28.54|5841|2750|5398|1.319|194|66.1801|141.2104|12.56|370.34|1.3539|873.7875|893.375299136197|854.1997008638031|888.5147954436878
2020-07-07|896.75|343.5|495.25|295.5|28.87|5841|2750|5398|1.345|194|66.5414|141.982|12.57|372.16|1.3603|875.3875|896.8947516840251|853.880248315975|891.2598636291252
2020-07-08|892.5|346.25|516.5|293.8|28.55|5831|2750|5398|1.36|194|66.7927|142.5187|12.73|373.92|1.3512|876.85|898.8297634200189|854.8702365799811|891.6732424194169
2020-07-09|896.5|348.75|525.0|297.3|28.29|5402|2750|5398|1.395|193|66.3463|141.5669|12.58|372.75|1.3586|878.4|901.3120055865916|855.4879944134085|893.2821616129446
2020-07-10|887.25|337.25|534.0|292.5|28.22|5402|2750|5398|1.32|193|66.636|142.1855|12.66|373.33|1.3592|879.4625|901.9426440164426|856.9823559835573|891.2714410752965
2020-07-13|874.0|328.75|524.75|284.6|28.08|5402|2750|5398|1.33|193|66.4895|141.8748|12.53|373.26|1.3609|879.6|901.910535627815|857.2894643721851|885.5142940501977
2020-07-14|878.0|326.0|526.75|285.2|28.46|5770|2688|5398|1.233|193|66.176|141.2065|12.59|370.23|1.3615|880.05|901.844265300762|858.2557346992379|883.0095293667985
2020-07-15|886.25|326.25|550.75|285.8|28.8|4755|2869|6038|1.205|193|66.6653|142.251|12.74|372.89|1.3509|881.0125|902.1054342434854|859.9195657565147|884.0896862445323
2020-07-16|893.5|330.25|535.25|287.0|29.27|4753|2891|6038|1.205|190|66.4732|141.8418|12.64|373.41|1.3574|882.125|903.387349352788|860.8626506472121|887.2264574963549
2020-07-17|898.0|333.0|534.75|286.5|29.92|4732|2894|6176|1.17|190|66.4947|141.8882|12.66|375.25|1.358|883.375|905.2744862953448|861.4755137046551|890.8176383309033
2020-07-20|903.0|328.25|522.0|288.6|29.93|4686|2900|6390|1.107|190|66.3101|141.4959|12.65|373.72|1.3535|884.7|907.9409122024072|861.4590877975928|894.8784255539356
2020-07-21|896.5|322.75|527.75|285.6|30.07|4639|2933|6192|1.107|190|67.2868|143.5805|12.83|378.69|1.3459|885.7125|909.1561958477114|862.2688041522886|895.4189503692904
2020-07-22|899.25|327.5|534.5|286.6|29.93|4645|2929|6560|1.19|190|67.7392|144.5464|12.91|384.16|1.3417|886.925|910.53490258345|863.31509741655|896.6959669128604
2020-07-23|906.25|328.0|529.5|290.4|29.79|4644|2948|6230|1.17|194|68.1245|145.369|12.88|384.03|1.341|888.7|912.5157510904024|864.8842489095977|899.8806446085737
2020-07-24|904.75|326.25|539.5|290.8|29.8|4582|2950|6230|1.15|194|68.1503|145.4245|12.9|383.7|1.3415|890.475|913.5064458946894|867.4435541053107|901.5037630723824
2020-07-27|906.5|325.0|527.75|292.5|29.6|4590|3011|6494|1.15|194|68.5025|146.1777|13.02|387.0|1.3356|892.55|913.401618642206|871.6983813577938|903.1691753815884
2020-07-28|896.75|320.0|523.5|288.9|29.42|4621|2947|6494|1.2|194|68.531|146.2388|12.95|386.65|1.338|894.0625|911.1927911533926|876.9322088466074|901.0294502543924
2020-07-29|891.5|315.5|532.75|286.9|29.67|4682|2923|6082|1.17|194|68.9933|147.2259|13.02|388.55|1.334|894.425|911.0074455373748|877.8425544626252|897.8529668362615
2020-07-30|891.75|315.75|529.5|289.8|29.98|4701|2916|6082|1.17|197|68.2531|145.6468|12.87|387.15|1.3423|894.4375|911.0114818691828|877.8635181308172|895.8186445575078
2020-07-31|897.5|316.0|531.25|289.3|30.91|4759|2913|6086|1.17|197|68.6767|146.551|12.94|391.07|1.3412|894.75|911.3074756530094|878.1925243469906|896.379096371672
2020-08-03|893.0|317.5|521.0|289.3|31.22|4772|2900|6086|1.11|197|69.9049|149.1733|13.07|396.94|1.3391|894.475|910.9567323118658|877.9932676881342|895.252730914448
2020-08-04|879.75|308.25|508.25|285.8|31.05|4779|2909|6086|1.09|197|70.5438|150.5371|13.14|398.64|1.3319|893.625|911.2626727489768|875.9873272510232|890.0851539429653
2020-08-05|876.25|311.0|510.75|284.7|31.1|4683|2955|6086|1.105|197|71.1918|151.9202|13.25|401.21|1.3266|892.8125|912.0107258294876|873.6142741705125|885.473435961977
2020-08-06|874.75|311.25|501.25|283.2|31.22|4661|2988|6086|1.16|199|71.3393|152.2354|13.35|402.52|1.3307|891.725|912.3737893107564|871.0762106892438|881.8989573079847
2020-08-07|865.75|307.75|495.5|282.0|30.85|4688|2949|6086|1.12|199|70.4501|150.3384|13.17|397.21|1.3384|890.65|914.1592534972932|867.1407465027066|876.5159715386565
2020-08-10|870.0|310.5|491.0|284.4|30.73|4720|2949|6086|1.18|199|70.9032|151.3065|13.24|400.24|1.3351|890.45|914.5822398463137|866.3177601536865|874.3439810257711
2020-08-11|870.5|311.5|495.0|284.1|30.62|4736|2949|6086|1.217|199|69.8914|149.1477|13.03|396.06|1.3301|890.075|915.1828175077007|864.9671824922993|873.0626540171808
2020-08-12|880.5|314.5|491.25|284.2|31.56|4692|2949|6086|1.23|199|70.2701|149.9563|13.17|397.36|1.3247|889.7875|915.19383533196|864.38116466804|875.5417693447872
2020-08-13|896.25|325.25|496.75|292.1|31.23|4689|2949|6086|1.23|208|70.8373|151.1671|13.24|403.15|1.3223|889.925|915.4397506356617|864.4102493643383|882.4445128965249
2020-08-14|897.0|324.5|500.0|291.8|31.06|4694|2932|6086|1.28|208|70.8064|151.1018|13.24|401.68|1.3266|889.875|915.3301075424952|864.4198924575047|887.2963419310166
2020-08-17|912.5|331.0|516.5|298.3|31.3|4660|2850|6454|1.31|208|72.0179|153.6884|13.46|406.28|1.3215|890.35|917.0892034286738|863.6107965713262|895.6975612873445
2020-08-18|912.0|327.0|507.5|296.2|31.58|4663|2862|6502|1.29|208|72.4739|154.662|13.49|408.06|1.3168|891.125|919.3873866649652|862.8626133350349|901.1317075248965
2020-08-19|912.5|325.0|512.0|295.7|31.67|4640|2844|6556|1.31|208|72.3346|154.3651|13.45|407.82|1.3216|891.7875|921.3709730043652|862.2040269956349|904.921138349931
2020-08-20|903.0|324.5|519.5|293.8|31.3|4635|2848|6470|1.29|214|71.7823|153.187|13.43|405.22|1.3186|891.625|920.9232508010292|862.3267491989709|904.280758899954
2020-08-21|900.75|327.0|527.25|290.2|31.41|4645|2825|6398|1.28|214|71.4586|152.4965|13.3|403.86|1.3177|891.425|920.4151276299364|862.4348723700635|903.103839266636
2020-08-24|899.75|331.75|520.75|289.1|31.66|4641|2835|6388|1.28|214|71.6534|152.9137|13.37|405.66|1.3218|891.0875|919.5195571714394|862.6554428285606|901.985892844424
2020-08-25|913.75|340.75|527.25|291.6|31.98|4649|2866|6418|1.285|214|72.0165|153.689|13.48|408.52|1.3173|891.9375|921.9674329836082|861.9075670163918|905.9072618962828
2020-08-26|919.5|340.5|532.0|291.5|32.24|4657|2883|6384|1.285|214|72.2972|154.2883|13.51|408.72|1.3143|893.3375|925.6772104965396|860.9977895034602|910.438174597522
2020-08-27|937.25|344.25|542.5|294.9|33.31|4652|2874|6456|1.279|216|72.6157|154.9686|13.46|409.84|1.3128|895.6125|933.1666192813784|858.0583807186215|919.3754497316812
2020-08-28|950.5|346.0|539.25|301.6|33.39|4651|2897|6588|1.289|216|73.1354|156.0781|13.55|413.46|1.3099|898.2625|942.8050288348114|853.7199711651887|929.750299821121
2020-08-31|951.25|348.5|544.25|304.6|32.96|4716|2927|6648|1.379|216|73.315|156.4625|13.54|416.4|1.3047|901.175|951.2359878048763|851.1140121951235|936.916866547414
2020-09-01|954.75|358.0|564.0|305.2|32.76|4750|2911|6630|1.306|216|73.5024|156.8631|13.56|418.95|1.3064|904.925|959.0738919554224|850.7761080445777|942.8612443649428
2020-09-02|962.0|358.75|558.25|304.9|33.39|4750|2938|6660|1.306|216|72.8335|155.4359|13.38|414.75|1.3045|909.2125|967.0539373524724|851.3710626475275|949.2408295766286
2020-09-03|966.0|353.75|553.25|307.6|33.14|4743|2941|6742|1.306|215|72.2969|154.2912|13.26|412.04|1.3128|913.775|974.3538535711926|853.1961464288073|954.8272197177524
2020-09-04|968.0|358.0|550.25|312.1|32.77|4835|2921|6742|1.306|215|72.3908|154.492|13.14|412.73|1.3062|918.8875|979.649633561948|858.1253664380521|959.2181464785016
2020-09-07|968.0|358.0|550.25|312.1|32.77|4800|2979|6742|1.306|215|72.3908|154.492|13.14|412.73|1.3098|924.0375|984.8123457422972|863.2626542577029|963.8120976523344
2020-09-08|973.0|361.75|544.25|309.4|33.27|4711|2947|6870|1.306|215|71.3958|152.3703|12.82|408.4|1.3236|924.0375|984.8123457422972|863.2626542577029|963.8120976523344
2020-09-09|978.75|360.25|543.75|312.9|33.0|4705|2930|6776|1.306|215|71.704|153.0287|12.94|409.87|1.3146|929.45|989.4653313745748|869.4346686254254|968.7913984348896
2020-09-10|977.5|365.0|548.25|312.7|33.03|4670|2962|6772|1.306|217|71.489|152.5703|12.81|411.25|1.3192|934.3|993.3786763561948|875.2213236438052|971.69426562326
2020-09-11|996.0|368.5|542.0|319.9|33.61|4647|2999|6780|1.306|217|71.5564|152.7145|12.9|412.12|1.3179|939.2875|1001.4373742959308|877.1376257040693|979.7961770821734
2020-09-14|999.5|369.5|545.75|317.0|34.23|4699|2929|6696|1.306|217|71.7452|153.1189|12.91|412.13|1.3176|944.4125|1008.6387164151058|880.1862835848942|986.3641180547822
2020-09-15|991.5|366.0|538.25|314.3|34.08|4523|3094|6992|1.306|217|71.7964|153.2288|12.98|414.33|1.3186|948.3625|1013.954891898756|882.7701081012439|988.0760787031884
2020-09-16|1011.25|371.75|542.0|320.8|34.94|4528|3056|6992|1.295|217|72.2976|154.299|13.22|415.3|1.3178|953.325|1022.1027398581838|884.5472601418163|995.8007191354588
2020-09-17|1028.5|375.25|556.25|330.4|34.91|4565|3068|7158|1.345|225|72.3869|154.49|13.37|415.97|1.3167|959.125|1032.560260604154|885.6897393958461|1006.7004794236392
2020-09-18|1043.5|378.5|575.0|337.4|35.23|4583|3110|7324|1.355|225|72.9672|155.7289|13.43|418.42|1.3204|966.15|1043.539663392471|888.7603366075288|1018.9669862824262
2020-09-21|1022.5|369.75|554.75|333.4|34.27|4564|3122|7426|1.325|225|71.158|151.869|13.1|406.68|1.3308|972.2375|1047.207906661562|897.2670933384378|1020.1446575216175
2020-09-22|1019.75|369.25|558.0|337.3|33.67|4511|3089|7310|1.325|225|70.9965|151.5249|13.04|405.97|1.3304|978.2375|1048.0741800112949|908.400819988705|1020.0131050144116
2020-09-23|1014.5|368.5|549.0|342.1|32.69|4438|3082|7202|1.31|225|70.7668|151.0351|12.89|403.54|1.3386|983.275|1048.1357932421429|918.4142067578572|1018.1754033429412
2020-09-24|1000.0|363.5|549.75|333.8|32.36|4474|3074|7044|1.31|238|70.866|151.2472|12.95|403.96|1.3362|987.3|1045.477444082737|929.1225559172628|1012.1169355619608
2020-09-25|1002.5|365.25|544.25|336.9|32.84|4482|3062|6966|1.31|238|70.687|150.8655|12.95|404.01|1.3386|990.5625|1044.2956078107345|936.8293921892656|1008.9112903746408
2020-09-28|996.25|366.75|550.25|332.6|33.29|4476|3069|7026|1.33|238|70.9886|151.5106|13.06|405.43|1.337|992.85|1043.3651957335612|942.3348042664388|1004.6908602497604
2020-09-29|993.0|364.75|549.5|327.3|32.87|4390|3053|6974|1.367|238|70.2685|149.974|12.91|406.74|1.3388|994.9375|1041.7162010828647|948.1587989171354|1000.7939068331738
2020-09-30|1023.5|379.0|578.0|339.7|33.37|4370|3052|6836|1.39|238|70.8516|151.2189|13.06|411.63|1.3319|998.375|1042.8849707930706|953.8650292069294|1008.3626045554493
2020-10-01|1023.5|382.75|570.25|347.9|32.42|4370|3052|6836|1.36|240|70.2483|149.9318|12.9|409.58|1.3289|1001.45|1043.9345854398982|958.965414560102|1013.4084030369662
2020-10-02|1020.75|379.75|573.25|351.9|31.66|4370|3052|6836|1.36|240|69.8026|148.981|12.74|406.71|1.3308|1004.1875|1044.1640165440913|964.2109834559088|1015.8556020246442
2020-10-05|1021.5|379.5|584.25|346.0|32.56|4370|3052|6836|1.36|240|71.0452|151.6342|13.07|412.31|1.3263|1006.8625|1043.8427227548725|969.8822772451272|1017.7370680164296
2020-10-06|1044.0|385.0|592.75|355.5|33.09|4370|3052|6836|1.381|240|71.3957|152.3827|13.12|414.05|1.3312|1010.4125|1047.3398865173262|973.485113482674|1026.49137867762
2020-10-07|1051.0|388.75|607.5|361.8|33.03|4370|3052|6836|1.376|240|71.8011|153.2484|13.17|415.86|1.3256|1014.025|1051.9775690830015|976.0724309169984|1034.6609191184134
2020-10-08|1050.0|387.0|595.25|359.6|33.0|4370|3052|6836|1.395|246|72.1571|154.0087|13.3|417.2|1.3196|1017.65|1054.7964668575626|980.5035331424374|1039.7739460789423
2020-10-09|1065.5|395.0|593.75|363.7|34.01|4454|3234|7060|1.4|246|73.2507|156.3432|13.34|421.4|1.3121|1021.125|1062.3043334088836|979.9456665911164|1048.3492973859616
2020-10-12|1033.75|389.0|594.25|354.3|33.16|4527|3247|7250|1.4|246|72.7782|155.3359|13.2|418.3|1.3114|1022.8375|1063.1159914687728|982.5590085312272|1043.4828649239744
2020-10-13|1044.0|391.25|594.0|356.0|33.62|4505|3220|7258|1.415|246|72.5698|154.8916|13.23|417.56|1.3139|1025.4625|1064.0365440581488|986.8884559418514|1043.6552432826495
2020-10-14|1056.25|396.5|596.75|363.6|33.88|4506|3208|7248|1.43|246|72.9956|155.8007|13.32|418.61|1.3146|1027.7125|1067.9229697187188|987.5020302812812|1047.8534955217665
2020-10-15|1062.25|403.75|618.25|372.1|33.17|4514|3206|7234|1.43|256|73.4361|156.7415|13.36|419.69|1.3221|1029.4|1072.341064262545|986.4589357374554|1052.6523303478443
2020-10-16|1050.0|402.0|625.25|367.5|32.99|4628|3209|7066|1.44|256|73.384|156.6307|13.27|419.05|1.3189|1029.725|1073.18328459569|986.2667154043096|1051.7682202318963
2020-10-19|1054.25|405.25|627.0|373.2|32.53|4790|3229|7072|1.469|256|73.5685|157.0258|13.28|419.05|1.3192|1031.3125|1075.9039439663036|986.7210560336964|1052.5954801545977
2020-10-20|1064.0|408.75|632.0|371.9|33.31|4924|3248|6946|1.469|256|73.9302|157.7982|13.43|421.53|1.3129|1033.525|1079.9552972206727|987.0947027793276|1056.396986769732
2020-10-21|1072.0|413.75|629.75|378.8|33.2|4820|3265|7000|1.52|256|74.1266|158.2179|13.32|420.79|1.3146|1036.4|1084.8394983458747|987.9605016541252|1061.5979911798213
2020-10-22|1073.75|416.25|622.75|382.4|33.69|4711|3256|7118|1.52|267|73.8375|157.6012|13.36|420.38|1.3136|1040.0875|1088.1084003976391|992.0665996023608|1065.6486607865477
2020-10-23|1083.75|419.25|632.75|386.4|34.11|4752|3240|7206|1.52|267|73.5659|157.022|13.26|420.66|1.3125|1044.15|1092.5102109176544|995.789789082346|1071.6824405243651
2020-10-26|1087.75|417.75|620.0|389.6|34.46|4807|3230|7332|1.567|267|73.2292|156.3046|13.07|418.89|1.3212|1048.725|1095.375803851595|1002.0741961484048|1077.03829368291
2020-10-27|1082.25|416.0|615.75|384.0|34.11|4837|3194|7374|1.55|267|73.584|157.0624|13.16|420.54|1.3185|1053.1875|1094.4230656563602|1011.9519343436396|1078.77552912194
2020-10-28|1057.25|401.5|608.75|376.7|33.42|4905|3176|7382|1.47|267|72.1367|153.9736|12.81|412.15|1.3323|1054.875|1093.8110051880003|1015.9389948119996|1071.6003527479602
